Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,20569,2022-10-27,0.0075566557,-0.091712458,-0.092096444,21,100
Market-Adjusted Model,20572,2022-10-27,0.3392857054,0.2697106632,0.2396326053,21,100
Market-Adjusted Model,20573,2022-10-27,0.3076923255,0.2233847943,0.2080392254,21,100
Market-Adjusted Model,20574,2022-10-27,-0.075098849,-0.14631038,-0.174751949,21,100
Market-Adjusted Model,20575,2022-10-27,-0.068254019,-0.144018836,-0.167907119,21,100
Market-Adjusted Model,20576,2022-10-27,0.3375000326,0.2112757592,0.2378469325,21,100
Market-Adjusted Model,20578,2022-10-27,-0.104166733,-0.204860356,-0.203819833,21,100
Market-Adjusted Model,20579,2022-10-27,-0.020960322,-0.074998157,-0.120613422,21,100
Market-Adjusted Model,20580,2022-10-27,-0.063380233,-0.12808788,-0.163033333,21,100
Market-Adjusted Model,20581,2022-10-27,-0.498451998,-0.451983886,-0.598105098,21,100
Market-Adjusted Model,20582,2022-10-27,0.0055248924,-0.093732418,-0.094128208,21,100
Market-Adjusted Model,20583,2022-10-27,0.0231132068,-0.06805901,-0.076539893,21,100
Market-Adjusted Model,20584,2022-10-27,-0.052083282,-0.139037707,-0.151736382,21,100
Market-Adjusted Model,20585,2022-10-27,0.0060060481,-0.093256702,-0.093647052,21,100
Market-Adjusted Model,20586,2022-10-27,0.004509026,-0.094745244,-0.095144074,21,100
Market-Adjusted Model,20587,2022-10-27,-0.272894188,-0.390597309,-0.372547288,21,100
Market-Adjusted Model,20588,2022-10-27,0.0533333678,-0.003073317,-0.046319732,21,100
Market-Adjusted Model,20591,2022-10-27,-1.034523E-9,-0.099126529,-0.099653101,21,100
Market-Adjusted Model,20592,2022-10-27,0.0107527485,-0.08854005,-0.088900352,21,100
Market-Adjusted Model,20593,2022-10-27,-0.180212022,-0.282967778,-0.279865122,21,100
Market-Adjusted Model,20594,2022-10-27,-0.028571504,-0.125224642,-0.128224605,21,100
Market-Adjusted Model,20595,2022-10-27,0.010109422,-0.08912444,-0.089543678,21,100
Market-Adjusted Model,20596,2022-10-27,-0.173611108,-0.253183335,-0.273264209,21,100
Market-Adjusted Model,20598,2022-10-27,0.0044021342,-0.090747921,-0.095250966,21,100
Market-Adjusted Model,20599,2022-10-27,0.1336207705,0.0490233479,0.0339676704,21,100
Market-Adjusted Model,20600,2022-10-27,-0.147142418,-0.237049542,-0.246795518,21,100
Market-Adjusted Model,20601,2022-10-27,-0.15363127,-0.231274134,-0.25328437,21,100
Market-Adjusted Model,20603,2022-10-27,0.0050175806,-0.09423895,-0.09463552,21,100
Market-Adjusted Model,20604,2022-10-27,0.2189951692,0.1086687082,0.119342069,21,100
Market-Adjusted Model,20605,2022-10-27,0.0040081078,-0.095247903,-0.095644992,21,100
Market-Adjusted Model,20606,2022-10-27,0.0461316073,-0.044353289,-0.053521493,21,100
Market-Adjusted Model,20607,2022-10-27,0.0059879706,-0.093265595,-0.09366513,21,100
Market-Adjusted Model,20608,2022-10-27,-0.597014917,-0.913031263,-0.696668017,21,100
Market-Adjusted Model,20609,2022-10-27,0.0919540051,0.0139608776,-0.007699095,21,100
Market-Adjusted Model,20610,2022-10-27,-0.313627437,-0.446657175,-0.413280538,21,100
Market-Adjusted Model,20612,2022-10-27,0.0060210199,-0.093239006,-0.09363208,21,100
Market-Adjusted Model,20613,2022-10-27,-0.294862533,-0.424462477,-0.394515633,21,100
Market-Adjusted Model,20614,2022-10-27,-0.611683859,-0.664712333,-0.711336959,21,100
Market-Adjusted Model,20615,2022-10-27,-0.34829065,-0.480635227,-0.447943751,21,100
Market-Adjusted Model,20617,2022-10-27,0.2587193044,0.1745011415,0.1590662043,21,100
Market-Adjusted Model,20618,2022-10-27,0.1942326245,0.0890883024,0.0945795243,21,100
Market-Adjusted Model,20620,2022-10-27,-0.103649646,-0.196619155,-0.203302746,21,100
Market-Adjusted Model,20621,2022-10-27,-0.209459505,-0.288914134,-0.309112605,21,100
Market-Adjusted Model,20622,2022-10-27,0.1237736604,0.0230197357,0.0241205603,21,100
Market-Adjusted Model,20623,2022-10-27,-0.168941746,-0.278810638,-0.268594847,21,100
Market-Adjusted Model,20624,2022-10-27,0.0039034686,-0.0953442,-0.095749632,21,100
Market-Adjusted Model,20628,2022-10-27,-0.077625604,-0.137608475,-0.177278704,21,100
Market-Adjusted Model,20629,2022-10-27,0.005015064,-0.09424136,-0.094638036,21,100
Market-Adjusted Model,20630,2022-10-27,-0.032258039,-0.120748274,-0.131911139,21,100
Market-Adjusted Model,20631,2022-10-27,-0.03550459,-0.074847359,-0.13515769,21,100
Market-Adjusted Model,20632,2022-10-27,-0.265151513,-0.371123152,-0.364804613,21,100
Market-Adjusted Model,20633,2022-10-27,-0.24600764,-0.366937811,-0.34566074,21,100
Market-Adjusted Model,20636,2022-10-27,-0.033707781,-0.119536269,-0.133360881,21,100
Market-Adjusted Model,20637,2022-10-27,0.0837696119,0.0042589376,-0.015883488,21,100
Market-Adjusted Model,20638,2022-10-27,0.0050200993,-0.094238949,-0.094633001,21,100
Market-Adjusted Model,20639,2022-10-27,-0.398001029,-0.480768786,-0.497654129,21,100
Market-Adjusted Model,20640,2022-10-27,-0.189446916,-0.287604679,-0.289100016,21,100
Market-Adjusted Model,20641,2022-10-27,0.0179028009,-0.056953342,-0.081750299,21,100
Market-Adjusted Model,20644,2022-10-27,-0.212090937,-0.309832343,-0.311744037,21,100
Market-Adjusted Model,20645,2022-10-27,-0.149779752,-0.240141853,-0.249432852,21,100
Market-Adjusted Model,20646,2022-10-27,-0.311688277,-0.417656388,-0.411341377,21,100
Market-Adjusted Model,20647,2022-10-27,0.4423480339,0.2925404368,0.3426949338,21,100
Market-Adjusted Model,20648,2022-10-27,-0.093035737,-0.138190369,-0.192688837,21,100
Market-Adjusted Model,20649,2022-10-27,0.1747463534,0.0825176183,0.0750932533,21,100
Market-Adjusted Model,20652,2022-10-27,0.3779841256,0.2356698133,0.2783310255,21,100
Market-Adjusted Model,20653,2022-10-27,0.0716049177,-0.004359675,-0.028048182,21,100
Market-Adjusted Model,20654,2022-10-27,0.0116598135,-0.07875173,-0.087993287,21,100
Market-Adjusted Model,20655,2022-10-27,-0.454954942,-0.566102393,-0.554608042,21,100
Market-Adjusted Model,20656,2022-10-27,-0.142569142,-0.229390586,-0.242222242,21,100
Market-Adjusted Model,20657,2022-10-27,-0.033720912,-0.08784592,-0.133374013,21,100
Market-Adjusted Model,20658,2022-10-27,0.10929517,0.0609523446,0.0096420698,21,100
Market-Adjusted Model,20659,2022-10-27,0.2227027465,0.1425110919,0.1230496464,21,100
Market-Adjusted Model,20660,2022-10-27,0.095222979,-0.006722743,-0.004430121,21,100
Market-Adjusted Model,20661,2022-10-27,0.1226735105,0.0304422729,0.0230204104,21,100
Market-Adjusted Model,20662,2022-10-27,-0.016321415,-0.100128995,-0.115974515,21,100
Market-Adjusted Model,20663,2022-10-27,-0.490066237,-0.711769546,-0.589719337,21,100
Market-Adjusted Model,20664,2022-10-27,0.1062602938,0.0082342563,0.0066071937,21,100
Market-Adjusted Model,20665,2022-10-27,0.0070280817,-0.092230418,-0.092625018,21,100
Market-Adjusted Model,20666,2022-10-27,0.0070635412,-0.092187232,-0.092589559,21,100
Market-Adjusted Model,20667,2022-10-27,0.0462610683,-0.049466727,-0.053392032,21,100
Market-Adjusted Model,20668,2022-10-27,0.0027626859,-0.096314246,-0.096890414,21,100
Market-Adjusted Model,20670,2022-10-27,0.0059524427,-0.074596963,-0.093700657,21,100
Market-Adjusted Model,20671,2022-10-27,0.013131325,-0.086175276,-0.086521775,21,100
Market-Adjusted Model,20672,2022-10-27,-0.007796786,-0.106480642,-0.107449886,21,100
Market-Adjusted Model,20673,2022-10-27,0.0059066694,-0.093247061,-0.093746431,21,100
Market-Adjusted Model,20674,2022-10-27,0.0820914621,-0.009594057,-0.017561638,21,100
Market-Adjusted Model,20675,2022-10-27,0.007070773,-0.092195857,-0.092582327,21,100
Market-Adjusted Model,20676,2022-10-27,0.0110999605,-0.088191038,-0.08855314,21,100
Market-Adjusted Model,20679,2022-10-27,0.0090817509,-0.090192613,-0.090571349,21,100
Market-Adjusted Model,20680,2022-10-27,0.113616688,0.029203844,0.0139635879,21,100
Market-Adjusted Model,20681,2022-10-27,0.1577152987,0.0588728428,0.0580621986,21,100
Market-Adjusted Model,20682,2022-10-27,0.0996695843,0.0287980035,0.0000164842,21,100
Market-Adjusted Model,20683,2022-10-27,0.011122311,-0.088134367,-0.088530789,21,100
Market-Adjusted Model,20684,2022-10-27,0.1385169422,0.037875225,0.0388638421,21,100
Market-Adjusted Model,20686,2022-10-27,0.0050505247,-0.094189342,-0.094602575,21,100
Market-Adjusted Model,20687,2022-10-27,0.2026066498,0.0955213909,0.1029535497,21,100
Market-Adjusted Model,20688,2022-10-27,0.0070635415,-0.092201717,-0.092589559,21,100
Market-Adjusted Model,20689,2022-10-27,0.0114971127,-0.087498583,-0.088155987,21,100
Market-Adjusted Model,20690,2022-10-27,0.0132903431,-0.085627115,-0.086362757,21,100
Market-Adjusted Model,20691,2022-10-27,-0.512022613,-0.64616297,-0.570788281,18,100
Market-Adjusted Model,20692,2022-10-27,0.0329178433,-0.065749569,-0.066735257,21,100
Market-Adjusted Model,20695,2022-10-27,0.1339266783,0.0294527097,0.0342735782,21,100
Market-Adjusted Model,20696,2022-10-27,0.1106499156,0.0075657703,0.0109968154,21,100
Market-Adjusted Model,20697,2022-10-27,0.0635252318,-0.033720562,-0.036127868,21,100
Market-Adjusted Model,20698,2022-10-27,0.0734298444,-0.02654964,-0.026223256,21,100
Market-Adjusted Model,20699,2022-10-27,0.0333447257,-0.066092201,-0.066308374,21,100
Market-Adjusted Model,20700,2022-10-27,0.2053571663,0.1150904135,0.1057040661,21,100
Market-Adjusted Model,20701,2022-10-27,0.1302736845,0.0260680282,0.0306205844,21,100
Market-Adjusted Model,20702,2022-10-27,0.0622134521,-0.035824119,-0.037439648,21,100
Market-Adjusted Model,20703,2022-10-27,0.1604010217,0.0542219661,0.0607479216,21,100
Market-Adjusted Model,20704,2022-10-27,0.0682973756,-0.029900556,-0.031355725,21,100
Market-Adjusted Model,20705,2022-10-27,0.0065634998,-0.092650793,-0.0930896,21,100
Market-Adjusted Model,20708,2022-10-27,0.0286389512,-0.070493704,-0.071014149,21,100
Market-Adjusted Model,20709,2022-10-27,0.1194855014,0.0170179551,0.0198324013,21,100
Market-Adjusted Model,20711,2022-10-27,0.0729235973,-0.027166514,-0.026729503,21,100
Market-Adjusted Model,20712,2022-10-27,0.0062333801,-0.093012369,-0.09341972,21,100
Market-Adjusted Model,20713,2022-10-27,0.008113583,-0.09114576,-0.091539517,21,100
Market-Adjusted Model,20716,2022-10-27,0.0136431801,-0.085666872,-0.08600992,21,100
Market-Adjusted Model,20717,2022-10-27,-0.242566466,-0.330243336,-0.342219566,21,100
Market-Adjusted Model,20718,2022-10-27,0.0551223782,-0.04427519,-0.044530722,21,100
Market-Adjusted Model,20719,2022-10-27,0.1186233436,0.0169525231,0.0189702434,21,100
Market-Adjusted Model,20720,2022-10-27,0.0176358828,-0.081237403,-0.082017217,21,100
Market-Adjusted Model,20721,2022-10-27,-0.330453603,-0.44627125,-0.430106703,21,100
Market-Adjusted Model,20724,2022-10-27,0.0040485793,-0.095199912,-0.095604521,21,100
Market-Adjusted Model,20725,2022-10-27,0.1031768208,0.0024006254,0.0035237207,21,100
Market-Adjusted Model,20726,2022-10-27,-0.26923075,-0.391667882,-0.36888385,21,100
Market-Adjusted Model,20727,2022-10-27,0.0071111009,-0.078751602,-0.092541999,21,100
Market-Adjusted Model,20728,2022-10-27,0.0319451948,-0.042087745,-0.067707905,21,100
Market-Adjusted Model,20729,2022-10-27,0.1237975359,0.0211191866,0.0241444357,21,100
Market-Adjusted Model,20731,2022-10-27,0.0090909248,-0.090175453,-0.090562175,21,100
Market-Adjusted Model,20732,2022-10-27,-0.000626109,-0.099682434,-0.10027921,21,100
Market-Adjusted Model,20733,2022-10-27,0.0539281106,-0.014072749,-0.04572499,21,100
Market-Adjusted Model,20734,2022-10-27,0.1066510584,0.0049999803,0.0069979583,21,100
Market-Adjusted Model,20735,2022-10-27,0.0831344494,-0.01130398,-0.016518651,21,100
Market-Adjusted Model,20737,2022-10-27,-0.089907415,-0.178798974,-0.189560515,21,100
Market-Adjusted Model,20738,2022-10-27,0.0060483331,-0.093207776,-0.093604767,21,100
Market-Adjusted Model,20739,2022-10-27,0.417989459,0.2731915908,0.3183363589,21,100
Market-Adjusted Model,20740,2022-10-27,0.0065424839,-0.092720647,-0.093110616,21,100
Market-Adjusted Model,20741,2022-10-27,0.0055221187,-0.09373742,-0.094130981,21,100
Market-Adjusted Model,20742,2022-10-27,0.0035158059,-0.095735462,-0.096137294,21,100
Market-Adjusted Model,20743,2022-10-27,0.0066843411,-0.092570833,-0.092968759,21,100
Market-Adjusted Model,20744,2022-10-27,0.0040200967,-0.095231923,-0.095633003,21,100
Market-Adjusted Model,20745,2022-10-27,0.183365829,0.0791679029,0.0837127288,21,100
Market-Adjusted Model,20746,2022-10-27,0.0060180003,-0.093244531,-0.0936351,21,100
Market-Adjusted Model,20747,2022-10-27,0.0035158059,-0.095728091,-0.096137294,21,100
Market-Adjusted Model,20748,2022-10-27,0.0065360014,-0.092728585,-0.093117099,21,100
Market-Adjusted Model,20750,2022-10-27,0.1701090153,0.0664434861,0.0704559152,21,100
Market-Adjusted Model,20751,2022-10-27,0.0207939876,-0.045192928,-0.078859113,21,100
Market-Adjusted Model,20752,2022-10-27,0.0080401934,-0.091233682,-0.091612907,21,100
Market-Adjusted Model,20753,2022-10-27,0.0020040539,-0.097244442,-0.097649046,21,100
Market-Adjusted Model,20754,2022-10-27,-0.029197046,-0.100324437,-0.128850146,21,100
Market-Adjusted Model,20755,2022-10-27,0.0030060809,-0.096245816,-0.096647019,21,100
Market-Adjusted Model,20756,2022-10-27,0.0080401934,-0.091232195,-0.091612907,21,100
Market-Adjusted Model,20760,2022-10-27,0.0050351696,-0.094208888,-0.09461793,21,100
Market-Adjusted Model,20761,2022-10-27,-0.146464634,-0.21528704,-0.246117734,21,100
Market-Adjusted Model,20762,2022-10-27,0.0121580435,-0.087085638,-0.087495057,21,100
Market-Adjusted Model,20763,2022-10-27,0.0040120322,-0.095241771,-0.095641068,21,100
Market-Adjusted Model,20764,2022-10-27,0.0141661535,-0.078687012,-0.085486947,21,100
Market-Adjusted Model,20765,2022-10-27,0.2407994484,0.121411388,0.1411463483,21,100
Market-Adjusted Model,20767,2022-10-27,0.0050506209,-0.094167456,-0.094602479,21,100
Market-Adjusted Model,20768,2022-10-27,0.0080563869,-0.091216573,-0.091596713,21,100
Market-Adjusted Model,20769,2022-10-27,0.0040040001,-0.095237314,-0.0956491,21,100
Market-Adjusted Model,20775,2022-10-27,0.0101010493,-0.089165543,-0.089552051,21,100
Market-Adjusted Model,20776,2022-10-27,-0.285969128,-0.41446934,-0.385622228,21,100
Market-Adjusted Model,20777,2022-10-27,0.0060271642,-0.093238416,-0.093625936,21,100
Market-Adjusted Model,20779,2022-10-27,0.0005079806,-0.098686956,-0.099145119,21,100
Market-Adjusted Model,20780,2022-10-27,0.0050555347,-0.094191171,-0.094597565,21,100
Market-Adjusted Model,20783,2022-10-27,0.0035087566,-0.095739749,-0.096144343,21,100
Market-Adjusted Model,20784,2022-10-27,0.3402777107,0.221043915,0.2406246106,21,100
Market-Adjusted Model,20785,2022-10-27,0.0075758349,-0.091686885,-0.092077265,21,100
Market-Adjusted Model,20786,2022-10-27,0.8854012243,0.8120489125,0.7857481241,21,100
Market-Adjusted Model,20787,2022-10-27,0.0114285649,-0.075082792,-0.088224535,21,100
Market-Adjusted Model,20788,2022-10-27,-0.045000019,-0.122977548,-0.144653119,21,100
Market-Adjusted Model,20789,2022-10-27,0.0075719141,-0.091696632,-0.092081186,21,100
Market-Adjusted Model,20791,2022-10-27,-0.019626166,-0.092382992,-0.119279266,21,100
Market-Adjusted Model,20792,2022-10-27,0.0059776817,-0.093273385,-0.093675418,21,100
Market-Adjusted Model,20793,2022-10-27,-0.355828252,-0.504667938,-0.455481352,21,100
Market-Adjusted Model,20794,2022-10-27,-0.008849622,-0.091302553,-0.108502722,21,100
Market-Adjusted Model,20795,2022-10-27,0.0111111731,-0.088167817,-0.088541927,21,100
Market-Adjusted Model,20796,2022-10-27,-0.006269594,-0.098019367,-0.105922694,21,100
Market-Adjusted Model,20797,2022-10-27,-0.160530205,-0.228853772,-0.260183305,21,100
Market-Adjusted Model,20798,2022-10-27,-0.193965491,-0.28127766,-0.293618592,21,100
Market-Adjusted Model,20799,2022-10-27,0.0060636142,-0.093185219,-0.093589486,21,100
Market-Adjusted Model,20801,2022-10-27,0.2569832755,0.1655680719,0.1573301754,21,100
Market-Adjusted Model,20804,2022-10-27,0.0080767204,-0.09118804,-0.09157638,21,100
Market-Adjusted Model,20805,2022-10-27,0.0050100392,-0.094248722,-0.094643061,21,100
Market-Adjusted Model,20808,2022-10-27,0.0070879504,-0.092178467,-0.09256515,21,100
Market-Adjusted Model,20809,2022-10-27,0.0055582968,-0.093685777,-0.094094803,21,100
Market-Adjusted Model,20812,2022-10-27,0.0065657106,-0.092690206,-0.09308739,21,100
Market-Adjusted Model,20813,2022-10-27,0.1720000315,0.0712654334,0.0723469314,21,100
Market-Adjusted Model,20814,2022-10-27,0.2716980216,0.2026801891,0.1720449215,21,100
Market-Adjusted Model,20815,2022-10-27,-0.530938153,-0.059767889,-0.630591253,21,100
Market-Adjusted Model,20816,2022-10-27,-0.283783834,-0.404212107,-0.383436934,21,100
Market-Adjusted Model,20817,2022-10-27,-0.040563516,-0.111207987,-0.140216616,21,100
Market-Adjusted Model,20818,2022-10-27,0.0039702196,-0.095273448,-0.09568288,21,100
Market-Adjusted Model,20820,2022-10-27,0.1085714162,0.0646646348,0.0089183161,21,100
Market-Adjusted Model,20821,2022-10-27,0.0060362598,-0.093159392,-0.09361684,21,100
Market-Adjusted Model,20822,2022-10-27,0.0060301929,-0.093225326,-0.093622907,21,100
Market-Adjusted Model,20823,2022-10-27,0.1521298315,0.0578048103,0.0524767313,21,100
Market-Adjusted Model,20824,2022-10-27,0.0070779221,-0.092177484,-0.092575178,21,100
Market-Adjusted Model,20825,2022-10-27,-1.482008E-9,-0.068729016,-0.099653102,21,100
Market-Adjusted Model,20826,2022-10-27,0.0080726464,-0.091188535,-0.091580454,21,100
Market-Adjusted Model,20827,2022-10-27,0.0045203492,-0.094734442,-0.095132751,21,100
Market-Adjusted Model,20831,2022-10-27,0.005071014,-0.094159004,-0.094582086,21,100
Market-Adjusted Model,20832,2022-10-27,-0.057251852,-0.118439401,-0.156904952,21,100
Market-Adjusted Model,20833,2022-10-27,0.0060913158,-0.093148781,-0.093561784,21,100
Market-Adjusted Model,20834,2022-10-27,0.3579394735,0.246493695,0.2582863734,21,100
Market-Adjusted Model,20838,2022-10-27,0.0141844317,-0.085122561,-0.085468668,21,100
Market-Adjusted Model,20839,2022-10-27,0.0074330829,-0.088711591,-0.092220017,21,100
Market-Adjusted Model,20840,2022-10-27,-3.03822E-10,-0.099243033,-0.0996531,21,100
Market-Adjusted Model,20841,2022-10-27,-0.410679605,-0.353715092,-0.510332705,21,100
Market-Adjusted Model,20842,2022-10-27,0.2583979438,0.1436491806,0.1587448437,21,100
Market-Adjusted Model,20843,2022-10-27,-0.191301418,-0.297718248,-0.290954518,21,100
Market-Adjusted Model,20844,2022-10-27,-0.124223634,-0.224507935,-0.223876734,21,100
Market-Adjusted Model,20846,2022-10-27,-0.047120384,-0.069018438,-0.146773484,21,100
Market-Adjusted Model,20847,2022-10-27,0.0101010491,-0.089179459,-0.089552051,21,100
Market-Adjusted Model,20848,2022-10-27,-0.172549044,-0.275035343,-0.272202144,21,100
Market-Adjusted Model,20849,2022-10-27,0.0070281774,-0.09224265,-0.092624923,21,100
Market-Adjusted Model,20850,2022-10-27,0.0070352411,-0.092227126,-0.092617859,21,100
Market-Adjusted Model,20851,2022-10-27,0.0059464286,-0.093301491,-0.093706672,21,100
Market-Adjusted Model,20852,2022-10-27,0.0141556509,-0.08514212,-0.085497449,21,100
Market-Adjusted Model,20855,2022-10-27,0.3146807013,0.2157173735,0.2150276012,21,100
Market-Adjusted Model,20856,2022-10-27,0.0050505244,-0.094200637,-0.094602576,21,100
Market-Adjusted Model,20857,2022-10-27,0.0050100392,-0.094248716,-0.094643061,21,100
Market-Adjusted Model,20858,2022-10-27,0.0989999764,0.0685514281,0.0116543618,12,100
Market-Adjusted Model,20859,2022-10-27,0.0209579913,-0.078411027,-0.078695109,21,100
Market-Adjusted Model,20860,2022-10-27,0.0050150641,-0.094235955,-0.094638036,21,100
Market-Adjusted Model,20863,2022-10-27,0.0046118974,-0.094640884,-0.095041203,21,100
Market-Adjusted Model,20864,2022-10-27,0.0060728205,-0.093175453,-0.09358028,21,100
Market-Adjusted Model,20865,2022-10-27,-0.025012874,-0.093103437,-0.124665975,21,100
Market-Adjusted Model,20866,2022-10-27,0.0192697331,-0.080085665,-0.080383367,21,100
Market-Adjusted Model,20867,2022-10-27,0.0091000193,-0.090161023,-0.090553081,21,100
Market-Adjusted Model,20868,2022-10-27,0.0030089999,-0.096219143,-0.0966441,21,100
Market-Adjusted Model,20869,2022-10-27,-0.088050317,-0.140514009,-0.187703417,21,100
Market-Adjusted Model,20870,2022-10-27,-0.036702623,-0.126224415,-0.136355723,21,100
Market-Adjusted Model,20871,2022-10-27,0.0121334562,-0.08716877,-0.087519644,21,100
Market-Adjusted Model,20872,2022-10-27,0.0090725954,-0.090194601,-0.090580505,21,100
Market-Adjusted Model,20874,2022-10-27,0.0121334563,-0.087140486,-0.087519644,21,100
Market-Adjusted Model,20875,2022-10-27,1.045621E-10,-0.099236962,-0.0996531,21,100
Market-Adjusted Model,20876,2022-10-27,-0.18339625,-0.274817548,-0.28304935,21,100
Market-Adjusted Model,20877,2022-10-27,0.0110999607,-0.088178687,-0.088553139,21,100
Market-Adjusted Model,20878,2022-10-27,0.0050505246,-0.094200016,-0.094602575,21,100
Market-Adjusted Model,20879,2022-10-27,0.2226890546,0.1432123065,0.1230359545,21,100
Market-Adjusted Model,20880,2022-10-27,0.0080080007,-0.091262493,-0.091645099,21,100
Market-Adjusted Model,20881,2022-10-27,0.0045203492,-0.094734188,-0.095132751,21,100
Market-Adjusted Model,20882,2022-10-27,0.3880719718,0.2538060117,0.2884188717,21,100
Market-Adjusted Model,20883,2022-10-27,0.004024141,-0.095217544,-0.095628959,21,100
Market-Adjusted Model,20884,2022-10-27,-0.130728363,-0.208077886,-0.230381463,21,100
Market-Adjusted Model,20886,2022-10-27,0.011088675,-0.088186308,-0.088564425,21,100
Market-Adjusted Model,20887,2022-10-27,0.0079482406,-0.09112848,-0.091704859,21,100
Market-Adjusted Model,20890,2022-10-27,0.0116337648,-0.087661058,-0.088019335,21,100
Market-Adjusted Model,20891,2022-10-27,0.4228329804,0.2743218507,0.3231798803,21,100
Market-Adjusted Model,20892,2022-10-27,-0.272051464,-0.371194403,-0.371704564,21,100
Market-Adjusted Model,20893,2022-10-27,-0.194568083,-0.301309158,-0.294221183,21,100
Market-Adjusted Model,20894,2022-10-27,-0.100552459,-0.174208174,-0.200205559,21,100
Market-Adjusted Model,20895,2022-10-27,-0.58333332,-0.762771085,-0.682986421,21,100
Market-Adjusted Model,20898,2022-10-27,0.0211396601,-0.058216511,-0.07851344,21,100
Market-Adjusted Model,20899,2022-10-27,0.0115084539,-0.087708456,-0.088144646,21,100
Market-Adjusted Model,20900,2022-10-27,-0.12512654,-0.167047013,-0.163967808,4,100
Market-Adjusted Model,20901,2022-10-27,-0.008317343,-0.090449738,-0.107970443,21,100
Market-Adjusted Model,20902,2022-10-27,0.1260274125,0.0477162809,0.0263743124,21,100
Market-Adjusted Model,20903,2022-10-27,0.0952433913,-0.004767936,-0.004409709,21,100
Market-Adjusted Model,20904,2022-10-27,0.1105703394,0.009783705,0.0109172393,21,100
Market-Adjusted Model,20905,2022-10-27,0.1320178159,0.0281149672,0.0323647158,21,100
Market-Adjusted Model,20906,2022-10-27,0.0141844322,-0.08510342,-0.085468668,21,100
Market-Adjusted Model,20907,2022-10-27,3.0859141553,3.4937732272,3.017686284,10,100
Market-Adjusted Model,20908,2022-10-27,0.0070994577,-0.092157676,-0.092553642,21,100
Market-Adjusted Model,20911,2022-10-27,0.1050890616,0.0048375348,0.0054359615,21,100
Market-Adjusted Model,20912,2022-10-27,0.1500311339,0.0442477542,0.0503780338,21,100
Market-Adjusted Model,20913,2022-10-27,0.1376343706,0.0421765565,0.0379812705,21,100
Market-Adjusted Model,20914,2022-10-27,0.0060728203,-0.093186089,-0.09358028,21,100
Market-Adjusted Model,20915,2022-10-27,0.007084989,-0.092124992,-0.092568111,21,100
Market-Adjusted Model,20916,2022-10-27,-0.103321022,-0.123357372,-0.202974122,21,100
Market-Adjusted Model,20919,2022-10-27,0.0037313382,-0.083579594,-0.095921762,21,100
Market-Adjusted Model,20920,2022-10-27,0.0451660669,-0.030259371,-0.054487033,21,100
Market-Adjusted Model,20921,2022-10-27,0.0652766776,-0.033495202,-0.034376422,21,100
Market-Adjusted Model,20922,2022-10-27,0.1037906248,0.0032579882,0.0041375247,21,100
Market-Adjusted Model,20923,2022-10-27,0.0332384033,-0.058983207,-0.066414697,21,100
Market-Adjusted Model,20924,2022-10-27,0.0131579062,-0.086136089,-0.086495194,21,100
Market-Adjusted Model,20927,2022-10-27,-0.087499992,-0.169875408,-0.187153092,21,100
Market-Adjusted Model,20928,2022-10-27,0.0383931514,-0.061054466,-0.061259949,21,100
Market-Adjusted Model,20929,2022-10-27,0.0730754384,-0.026919198,-0.026577662,21,100
Market-Adjusted Model,20930,2022-10-27,0.0121457369,-0.087143486,-0.087507363,21,100
Market-Adjusted Model,20931,2022-10-27,0.010142027,-0.089108521,-0.089511073,21,100
Market-Adjusted Model,20932,2022-10-27,0.0030333401,-0.096195864,-0.09661976,21,100
Market-Adjusted Model,20935,2022-10-27,0.0500364734,-0.048861393,-0.049616627,21,100
Market-Adjusted Model,20936,2022-10-27,0.0822613312,-0.019151713,-0.017391769,21,100
Market-Adjusted Model,20937,2022-10-27,0.0827147175,-0.01785539,-0.016938383,21,100
Market-Adjusted Model,20938,2022-10-27,0.1110840685,0.0109445085,0.0114309684,21,100
Market-Adjusted Model,20939,2022-10-27,0.0823727004,-0.017740476,-0.0172804,21,100
Market-Adjusted Model,20940,2022-10-27,0.1127274538,0.0125163616,0.0130743537,21,100
Market-Adjusted Model,20943,2022-10-27,0.0766661981,-0.01784823,-0.022986902,21,100
Market-Adjusted Model,20944,2022-10-27,0.073691336,-0.023240149,-0.025961764,21,100
Market-Adjusted Model,20945,2022-10-27,0.0122075161,-0.087087808,-0.087445584,21,100
Market-Adjusted Model,20946,2022-10-27,0.0050813208,-0.094066884,-0.094571779,21,100
Market-Adjusted Model,20947,2022-10-27,0.1130501478,0.0116524258,0.0133970477,21,100
Market-Adjusted Model,20949,2022-10-27,0.080206711,-0.019867176,-0.019446389,21,100
Market-Adjusted Model,20950,2022-10-27,0.0055696513,-0.093681478,-0.094083449,21,100
Market-Adjusted Model,20951,2022-10-27,0.0070994575,-0.092163129,-0.092553643,21,100
Market-Adjusted Model,20952,2022-10-27,0.0172413873,-0.082087857,-0.082411713,21,100
Market-Adjusted Model,20953,2022-10-27,0.0060790702,-0.093168231,-0.09357403,21,100
Market-Adjusted Model,20954,2022-10-27,0.0060790701,-0.093173844,-0.09357403,21,100
Market-Adjusted Model,20955,2022-10-27,0.0447965273,-0.053465249,-0.054856573,21,100
Market-Adjusted Model,20956,2022-10-27,0.0116067139,-0.087298658,-0.088046386,21,100
